CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk270077,18507,No,10-2019,Yes
eipk270078,2620,No,03-2023,Yes
eipk270079,21358,No,03-2023,Yes
eipk270080,25327,No,04-2023,Yes
eipk270081,20413,No,02-2023,Yes
eipk270082,15933,No,12-2018,Yes
eipk270083,14886,No,02-2020,Yes
eipk270084,2470,No,02-2022,Yes
eipk270085,16551,No,12-2023,Yes
eipk270086,11653,No,08-2022,Yes
eipk270087,25668,No,04-2019,Yes
eipk270088,18660,No,05-2022,Yes
eipk270089,16300,No,04-2018,Yes
eipk270090,10848,No,08-2018,Yes
eipk270091,4110,No,11-2018,Yes
eipk270092,5641,No,04-2020,Yes
eipk270093,20813,No,03-2019,Yes
eipk270094,8176,No,04-2019,Yes
eipk270095,9379,No,09-2020,Yes
eipk270096,13895,No,07-2023,Yes
eipk270097,7788,No,08-2023,Yes
eipk270098,7282,No,12-2022,Yes
eipk270099,27921,No,10-2018,Yes
eipk270100,26679,No,01-2024,Yes
eipk270101,14914,No,04-2023,Yes
eipk270102,6375,No,03-2023,Yes
eipk270103,19610,No,11-2023,Yes
eipk270104,18664,No,11-2019,Yes
eipk270105,21697,No,05-2024,Yes
eipk270106,21477,No,09-2020,Yes
eipk270107,27890,No,08-2018,Yes
eipk270108,2340,No,08-2018,Yes
eipk270109,26166,No,01-2023,Yes
eipk270110,9870,No,04-2023,Yes
eipk270111,9807,No,07-2019,Yes
eipk270112,8983,No,08-2021,Yes
eipk270113,10041,No,03-2024,Yes
eipk270114,3007,No,05-2021,Yes
eipk270115,16643,No,07-2018,Yes
eipk270116,14014,No,08-2018,Yes
eipk270117,21554,No,01-2018,Yes
eipk270118,9527,No,08-2022,Yes
eipk270119,26379,No,02-2020,Yes
eipk270120,14893,No,09-2021,Yes
eipk270121,9554,No,04-2018,Yes
eipk270122,7333,No,01-2021,Yes
eipk270123,8639,No,07-2022,Yes
eipk270124,19405,No,04-2022,Yes
eipk270125,14417,No,06-2022,Yes
eipk270126,23597,No,01-2018,Yes
eipk270127,3569,No,10-2021,Yes
eipk270128,24765,No,01-2018,Yes
eipk270129,15852,No,09-2022,Yes
eipk270130,19459,No,10-2023,Yes
eipk270131,12578,No,05-2024,Yes
eipk270132,26480,No,04-2018,Yes
eipk270133,7054,No,01-2020,Yes
eipk270134,17112,No,01-2022,Yes
eipk270135,15427,No,02-2022,Yes
eipk270136,25381,No,10-2019,Yes
eipk270137,5458,No,09-2023,Yes
eipk270138,19469,No,11-2023,Yes
eipk270139,20095,No,02-2023,Yes
eipk270140,7847,No,03-2020,Yes
eipk270141,21088,No,02-2023,Yes
eipk270142,6802,No,04-2024,Yes
eipk270143,6229,No,12-2020,Yes
eipk270144,17527,No,04-2018,Yes
eipk270145,12841,No,12-2022,Yes
eipk270146,16169,No,02-2018,Yes
eipk270147,4268,No,12-2020,Yes
eipk270148,10261,No,04-2019,Yes
eipk270149,14883,No,04-2018,Yes
eipk270150,3185,No,12-2019,Yes
eipk270151,19921,No,01-2021,Yes
eipk270152,15737,No,05-2019,Yes
eipk270153,7745,No,08-2022,Yes
eipk270154,16016,No,03-2019,Yes
eipk270155,14219,No,07-2023,Yes
eipk270156,15960,No,01-2023,Yes
eipk270157,23081,No,07-2019,Yes
eipk270158,1301,No,02-2020,Yes
eipk270159,19549,No,08-2023,Yes
eipk270160,2760,No,05-2024,Yes
eipk270161,13438,No,12-2022,Yes
eipk270162,6286,No,07-2020,Yes
eipk270163,3654,No,05-2018,Yes
eipk270164,22251,No,05-2024,Yes
eipk270165,27024,No,03-2018,Yes
eipk270166,6092,No,09-2021,Yes
eipk270167,7580,No,07-2020,Yes
eipk270168,18015,No,03-2020,Yes
eipk270169,16433,No,08-2018,Yes
eipk270170,25937,No,04-2019,Yes
eipk270171,13383,No,10-2019,Yes
eipk270172,16536,No,09-2021,Yes
eipk270173,3074,No,05-2019,Yes
eipk270174,16156,No,11-2023,Yes
eipk270175,5400,No,10-2022,Yes
eipk270176,20154,No,03-2021,Yes
eipk270177,12109,No,01-2023,Yes
eipk270178,26344,No,03-2018,Yes
eipk270179,26561,No,11-2020,Yes
eipk270180,16277,No,12-2023,Yes
eipk270181,25780,No,03-2022,Yes
eipk270182,26442,No,07-2021,Yes
eipk270183,22494,No,07-2018,Yes
eipk270184,1661,No,11-2019,Yes
eipk270185,1678,No,04-2020,Yes
eipk270186,7363,No,12-2018,Yes
eipk270187,1299,No,10-2020,Yes
eipk270188,17641,No,01-2023,Yes
eipk270189,20146,No,04-2021,Yes
eipk270190,1239,No,01-2021,Yes
eipk270191,25378,No,06-2023,Yes
eipk270192,20684,No,05-2019,Yes
eipk270193,12737,No,11-2021,Yes
eipk270194,24707,No,03-2022,Yes
eipk270195,19649,No,01-2022,Yes
eipk270196,5290,No,08-2018,Yes
eipk270197,6647,No,06-2020,Yes
eipk270198,15064,No,04-2023,Yes
eipk270199,25315,No,02-2019,Yes
eipk270200,7706,No,08-2021,Yes
eipk270201,13643,No,05-2018,Yes
eipk270202,24067,No,02-2018,Yes
eipk270203,13852,No,06-2023,Yes
eipk270204,7771,No,11-2020,Yes
eipk270205,25984,No,03-2024,Yes
eipk270206,24992,No,10-2023,Yes
eipk270207,1520,No,06-2020,Yes
eipk270208,6642,No,09-2023,Yes
eipk270209,14930,No,09-2019,Yes
eipk270210,4884,No,11-2022,Yes
eipk270211,19260,No,01-2024,Yes
eipk270212,16617,No,08-2019,Yes
eipk270213,3741,No,08-2018,Yes
eipk270214,14481,No,12-2018,Yes
eipk270215,4532,No,08-2019,Yes
eipk270216,1650,No,05-2018,Yes
eipk270217,12036,No,08-2019,Yes
eipk270218,3158,No,03-2019,Yes
eipk270219,20035,No,07-2021,Yes
eipk270220,11459,No,08-2019,Yes
eipk270221,10220,No,07-2022,Yes
eipk270222,10747,No,12-2019,Yes
eipk270223,14924,No,07-2018,Yes
eipk270224,8462,No,06-2023,Yes
eipk270225,25009,No,10-2022,Yes
eipk270226,25513,No,04-2023,Yes
eipk270227,8038,No,02-2022,Yes
eipk270228,9704,No,07-2023,Yes
eipk270229,18619,No,07-2021,Yes
eipk270230,17502,No,03-2023,Yes
eipk270231,17643,No,03-2019,Yes
eipk270232,6518,No,09-2023,Yes
eipk270233,18582,No,11-2022,Yes
eipk270234,8581,No,01-2023,Yes
eipk270235,7277,No,07-2019,Yes
eipk270236,11341,No,02-2022,Yes
eipk270237,19816,No,03-2018,Yes
eipk270238,15790,No,04-2018,Yes
eipk270239,24613,No,11-2022,Yes
eipk270240,1959,No,03-2023,Yes
eipk270241,20332,No,09-2020,Yes
eipk270242,17949,No,10-2022,Yes
eipk270243,6936,No,11-2021,Yes
eipk270244,14155,No,10-2023,Yes
eipk270245,24042,No,01-2023,Yes
eipk270246,19763,No,12-2020,Yes
eipk270247,12642,No,08-2019,Yes
eipk270248,9636,No,05-2020,Yes
eipk270249,23862,No,05-2019,Yes
eipk270250,20923,No,11-2021,Yes
eipk270251,17296,No,03-2019,Yes
eipk270252,20092,No,03-2019,Yes
eipk270253,19719,No,02-2018,Yes
eipk270254,10227,No,04-2024,Yes
eipk270255,4044,No,11-2018,Yes
eipk270256,16463,No,07-2023,Yes
eipk270257,25174,No,10-2023,Yes
eipk270258,2286,No,03-2020,Yes
eipk270259,10650,No,11-2018,Yes
eipk270260,11412,No,07-2020,Yes
eipk270261,2630,No,09-2021,Yes
eipk270262,21411,No,02-2023,Yes
eipk270263,17074,No,10-2018,Yes
eipk270264,20500,No,08-2018,Yes
eipk270265,6665,No,03-2020,Yes
eipk270266,15546,No,08-2022,Yes
eipk270267,14024,No,10-2022,Yes
eipk270268,17647,No,03-2019,Yes
eipk270269,23828,No,06-2023,Yes
eipk270270,6575,No,08-2022,Yes
eipk270271,24777,No,01-2022,Yes
eipk270272,5199,No,09-2023,Yes
eipk270273,22466,No,09-2023,Yes
eipk270274,9412,No,12-2018,Yes
eipk270275,17717,No,11-2023,Yes
eipk270276,10516,No,09-2023,Yes
eipk270277,14796,No,09-2020,Yes
eipk270278,26536,No,03-2023,Yes
eipk270279,10672,No,03-2022,Yes
eipk270280,1435,No,03-2018,Yes
eipk270281,19825,No,09-2022,Yes
eipk270282,24261,No,10-2018,Yes
eipk270283,1042,No,01-2023,Yes
eipk270284,15545,No,11-2018,Yes
eipk270285,18349,No,06-2019,Yes
eipk270286,1215,No,12-2021,Yes
eipk270287,12427,No,10-2021,Yes
eipk270288,21704,No,08-2018,Yes
eipk270289,3705,No,01-2023,Yes
eipk270290,17062,No,11-2021,Yes
eipk270291,9964,No,01-2024,Yes
eipk270292,19206,No,12-2020,Yes
eipk270293,21495,No,03-2020,Yes
eipk270294,23820,No,04-2019,Yes
eipk270295,9122,No,05-2023,Yes
eipk270296,9249,No,01-2024,Yes
eipk270297,5946,No,10-2019,Yes
eipk270298,12881,No,09-2022,Yes
eipk270299,5743,No,12-2020,Yes
eipk270300,19227,No,08-2018,Yes
eipk270301,22834,No,02-2024,Yes
eipk270302,17844,No,03-2020,Yes
eipk270303,10160,No,01-2021,Yes
eipk270304,14521,No,01-2021,Yes
eipk270305,21199,No,06-2021,Yes
eipk270306,8292,No,04-2020,Yes
eipk270307,8629,No,01-2021,Yes
eipk270308,1289,No,09-2018,Yes
eipk270309,16791,No,01-2020,Yes
eipk270310,10312,No,10-2023,Yes
eipk270311,23776,No,11-2023,Yes
eipk270312,26308,No,10-2021,Yes
eipk270313,24052,No,07-2021,Yes
eipk270314,20960,No,12-2018,Yes
eipk270315,25369,No,08-2018,Yes
eipk270316,16450,No,09-2023,Yes
eipk270317,7848,No,02-2023,Yes
eipk270318,4782,No,01-2023,Yes
eipk270319,7915,No,03-2019,Yes
eipk270320,13863,No,06-2023,Yes
eipk270321,5937,No,07-2021,Yes
eipk270322,11983,No,11-2022,Yes
eipk270323,11230,No,03-2022,Yes
eipk270324,12710,No,10-2020,Yes
eipk270325,14497,No,07-2021,Yes
eipk270326,21442,No,06-2023,Yes
eipk270327,12709,No,01-2018,Yes
eipk270328,19540,No,03-2020,Yes
eipk270329,20261,No,09-2023,Yes
eipk270330,25518,No,10-2018,Yes
eipk270331,15761,No,01-2024,Yes
eipk270332,26643,No,10-2022,Yes
eipk270333,5437,No,10-2023,Yes
eipk270334,12242,No,04-2020,Yes
eipk270335,4920,No,10-2019,Yes
eipk270336,15713,No,09-2018,Yes
eipk270337,2127,No,02-2018,Yes
eipk270338,23985,No,03-2023,Yes
eipk270339,21451,No,04-2020,Yes
eipk270340,10182,No,03-2024,Yes
eipk270341,20870,No,05-2022,Yes
eipk270342,5727,No,09-2021,Yes
eipk270343,10617,No,04-2021,Yes
eipk270344,6509,No,08-2020,Yes
eipk270345,6481,No,12-2022,Yes
eipk270346,27033,No,01-2018,Yes
eipk270347,4454,No,03-2019,Yes
eipk270348,18435,No,05-2019,Yes
eipk270349,24658,No,06-2019,Yes
eipk270350,19971,No,06-2022,Yes
eipk270351,20641,No,01-2020,Yes
eipk270352,3242,No,11-2023,Yes
eipk270353,5867,No,02-2023,Yes
eipk270354,10063,No,07-2019,Yes
eipk270355,24216,No,07-2019,Yes
eipk270356,17511,No,12-2020,Yes
eipk270357,7015,No,12-2022,Yes
eipk270358,25681,No,07-2022,Yes
eipk270359,15687,No,01-2019,Yes
eipk270360,2406,No,06-2020,Yes
eipk270361,20804,No,06-2021,Yes
eipk270362,22984,No,01-2024,Yes
eipk270363,27937,No,07-2023,Yes
eipk270364,12786,No,04-2023,Yes
eipk270365,17238,No,04-2022,Yes
eipk270366,9182,No,06-2018,Yes
eipk270367,10192,No,01-2019,Yes
eipk270368,12623,No,06-2020,Yes
eipk270369,8488,No,02-2019,Yes
eipk270370,13671,No,04-2018,Yes
eipk270371,6097,No,12-2023,Yes
eipk270372,5112,No,10-2022,Yes
eipk270373,18777,No,06-2019,Yes
eipk270374,2871,No,12-2020,Yes
eipk270375,18473,No,01-2022,Yes
eipk270376,14173,No,03-2020,Yes
eipk270377,17003,No,11-2018,Yes
eipk270378,6535,No,05-2019,Yes
eipk270379,21550,No,07-2021,Yes
eipk270380,15236,No,07-2023,Yes
eipk270381,5539,No,03-2019,Yes
eipk270382,20400,No,02-2024,Yes
eipk270383,11722,No,07-2019,Yes
eipk270384,4315,No,05-2022,Yes
eipk270385,21276,No,10-2021,Yes
eipk270386,11756,No,07-2019,Yes
eipk270387,2393,No,01-2020,Yes
eipk270388,11937,No,02-2023,Yes
eipk270389,18104,No,04-2019,Yes
eipk270390,5326,No,02-2018,Yes
eipk270391,4597,No,07-2022,Yes
eipk270392,5959,No,12-2023,Yes
eipk270393,8758,No,11-2020,Yes
eipk270394,25020,No,08-2022,Yes
eipk270395,4880,No,09-2022,Yes
eipk270396,13850,No,11-2022,Yes
eipk270397,22248,No,01-2022,Yes
eipk270398,16143,No,09-2022,Yes
eipk270399,24057,No,02-2022,Yes
eipk270400,9481,No,01-2024,Yes
eipk270401,14529,No,10-2020,Yes
eipk270402,7243,No,05-2018,Yes
eipk270403,7292,No,03-2021,Yes
eipk270404,16744,No,01-2020,Yes
eipk270405,13210,No,12-2018,Yes
eipk270406,25970,No,09-2018,Yes
eipk270407,1375,No,05-2020,Yes
eipk270408,7245,No,12-2022,Yes
eipk270409,6746,No,12-2020,Yes
eipk270410,22261,No,01-2023,Yes
eipk270411,19523,No,03-2020,Yes
eipk270412,19358,No,10-2022,Yes
eipk270413,11650,No,05-2021,Yes
eipk270414,5501,No,01-2022,Yes
eipk270415,23548,No,08-2022,Yes
eipk270416,11871,No,07-2023,Yes
eipk270417,23546,No,10-2018,Yes
eipk270418,14847,No,10-2019,Yes
eipk270419,27776,No,11-2018,Yes
eipk270420,13588,No,10-2019,Yes
eipk270421,25988,No,05-2021,Yes
eipk270422,7345,No,03-2024,Yes
eipk270423,23514,No,12-2022,Yes
eipk270424,15474,No,11-2022,Yes
eipk270425,15359,No,05-2021,Yes
eipk270426,7155,No,11-2018,Yes
eipk270427,23662,No,08-2021,Yes
eipk270428,16271,No,12-2021,Yes
eipk270429,18762,No,04-2023,Yes
eipk270430,18477,No,07-2019,Yes
eipk270431,14515,No,05-2019,Yes
eipk270432,24519,No,10-2020,Yes
eipk270433,1710,No,09-2018,Yes
eipk270434,24845,No,12-2018,Yes
eipk270435,20870,No,10-2020,Yes
eipk270436,5892,No,03-2022,Yes
eipk270437,20883,No,11-2023,Yes
eipk270438,4227,No,09-2020,Yes
eipk270439,27187,No,07-2018,Yes
eipk270440,18114,No,11-2019,Yes
eipk270441,23804,No,08-2023,Yes
eipk270442,8432,No,10-2019,Yes
eipk270443,7192,No,01-2023,Yes
eipk270444,9801,No,11-2022,Yes
eipk270445,27916,No,06-2023,Yes
eipk270446,24572,No,12-2019,Yes
eipk270447,18851,No,01-2020,Yes
eipk270448,2558,No,03-2018,Yes
eipk270449,11711,No,07-2023,Yes
eipk270450,6257,No,12-2018,Yes
eipk270451,17613,No,11-2018,Yes
eipk270452,24365,No,06-2020,Yes
eipk270453,6524,No,02-2022,Yes
eipk270454,13644,No,04-2018,Yes
eipk270455,9732,No,07-2020,Yes
eipk270456,3874,No,02-2020,Yes
eipk270457,26511,No,07-2022,Yes
eipk270458,20476,No,08-2022,Yes
eipk270459,9021,No,10-2023,Yes
eipk270460,23114,No,03-2021,Yes
eipk270461,7957,No,03-2021,Yes
eipk270462,20076,No,07-2019,Yes
eipk270463,12261,No,07-2023,Yes
eipk270464,6224,No,04-2024,Yes
eipk270465,13711,No,04-2020,Yes
eipk270466,7766,No,10-2022,Yes
eipk270467,11090,No,05-2023,Yes
eipk270468,1003,No,05-2023,Yes
eipk270469,13756,No,02-2021,Yes
eipk270470,5759,No,04-2021,Yes
eipk270471,20318,No,07-2023,Yes
eipk270472,5633,No,02-2020,Yes
eipk270473,8361,No,11-2019,Yes
eipk270474,19791,No,04-2021,Yes
eipk270475,3567,No,09-2021,Yes
eipk270476,26672,No,01-2023,Yes
eipk270477,11177,No,04-2019,Yes
eipk270478,4149,No,09-2021,Yes
eipk270479,25211,No,02-2022,Yes
eipk270480,15403,No,01-2021,Yes
eipk270481,15178,No,05-2024,Yes
eipk270482,7838,No,11-2022,Yes
eipk270483,2357,No,01-2024,Yes
eipk270484,23612,No,11-2020,Yes
eipk270485,22999,No,05-2023,Yes
eipk270486,25654,No,10-2019,Yes
eipk270487,27150,No,02-2023,Yes
eipk270488,24857,No,07-2022,Yes
eipk270489,2605,No,06-2018,Yes
eipk270490,13443,No,12-2020,Yes
eipk270491,8284,No,10-2018,Yes
eipk270492,22359,No,12-2019,Yes
eipk270493,22953,No,02-2024,Yes
eipk270494,17411,No,01-2019,Yes
eipk270495,27486,No,05-2023,Yes
eipk270496,13897,No,08-2023,Yes
eipk270497,14261,No,03-2019,Yes
eipk270498,18736,No,06-2023,Yes
eipk270499,4734,No,01-2019,Yes
eipk270500,8531,No,04-2022,Yes
eipk270501,1418,No,03-2021,Yes
eipk270502,13309,No,01-2021,Yes
eipk270503,9452,No,06-2021,Yes
eipk270504,19491,No,01-2020,Yes
eipk270505,12176,No,04-2024,Yes
eipk270506,7306,No,02-2020,Yes
eipk270507,16473,No,03-2022,Yes
eipk270508,5291,No,05-2020,Yes
eipk270509,14356,No,12-2019,Yes
eipk270510,15960,No,01-2021,Yes
eipk270511,10096,No,07-2023,Yes
eipk270512,3226,No,06-2018,Yes
eipk270513,8660,No,02-2018,Yes
eipk270514,13612,No,06-2021,Yes
eipk270515,15705,No,11-2019,Yes
eipk270516,26143,No,03-2022,Yes
eipk270517,15190,No,08-2021,Yes
eipk270518,18162,No,01-2021,Yes
eipk270519,26501,No,04-2023,Yes
eipk270520,23642,No,04-2019,Yes
eipk270521,24905,No,11-2019,Yes
eipk270522,15450,No,07-2018,Yes
eipk270523,12671,No,05-2018,Yes
eipk270524,18999,No,12-2022,Yes
eipk270525,2849,No,08-2020,Yes
eipk270526,16133,No,12-2018,Yes
eipk270527,2943,No,04-2022,Yes
eipk270528,19754,No,03-2024,Yes
eipk270529,8708,No,06-2018,Yes
eipk270530,9233,No,01-2024,Yes
eipk270531,20574,No,06-2018,Yes
eipk270532,13861,No,04-2022,Yes
eipk270533,25218,No,04-2024,Yes
eipk270534,2820,No,01-2020,Yes
eipk270535,9632,No,01-2021,Yes
eipk270536,15620,No,08-2019,Yes
eipk270537,9295,No,10-2020,Yes
eipk270538,1568,No,04-2023,Yes
eipk270539,9648,No,11-2022,Yes
eipk270540,1310,No,05-2022,Yes
eipk270541,2907,No,05-2023,Yes
eipk270542,10899,No,08-2021,Yes
eipk270543,4455,No,03-2020,Yes
eipk270544,19075,No,06-2019,Yes
eipk270545,8332,No,05-2024,Yes
eipk270546,5502,No,05-2024,Yes
eipk270547,12084,No,01-2024,Yes
eipk270548,17964,No,06-2020,Yes
eipk270549,19399,No,02-2019,Yes
eipk270550,25027,No,03-2024,Yes
eipk270551,7862,No,05-2023,Yes
eipk270552,5055,No,10-2021,Yes
eipk270553,8583,No,07-2018,Yes
eipk270554,19244,No,01-2022,Yes
eipk270555,12876,No,08-2023,Yes
eipk270556,21259,No,12-2023,Yes
eipk270557,8418,No,05-2021,Yes
eipk270558,4291,No,04-2019,Yes
eipk270559,25762,No,06-2021,Yes
eipk270560,3943,No,10-2023,Yes
eipk270561,13219,No,01-2020,Yes
eipk270562,10814,No,02-2021,Yes
eipk270563,19895,No,09-2022,Yes
eipk270564,27953,No,04-2021,Yes
eipk270565,23876,No,04-2019,Yes
eipk270566,24027,No,10-2018,Yes
eipk270567,25218,No,12-2023,Yes
eipk270568,19274,No,11-2023,Yes
eipk270569,16340,No,01-2018,Yes
eipk270570,9471,No,08-2020,Yes
eipk270571,1854,No,01-2021,Yes
eipk270572,6283,No,07-2022,Yes
eipk270573,17781,No,01-2023,Yes
eipk270574,16427,No,07-2018,Yes
eipk270575,4503,No,03-2018,Yes
eipk270576,21854,No,09-2022,Yes
eipk270577,13063,No,03-2019,Yes
eipk270578,24543,No,09-2022,Yes
eipk270579,21179,No,05-2020,Yes
eipk270580,1631,No,01-2024,Yes
eipk270581,17272,No,12-2020,Yes
eipk270582,20420,No,07-2023,Yes
eipk270583,13984,No,09-2020,Yes
eipk270584,1927,No,09-2023,Yes
eipk270585,17087,No,10-2018,Yes
eipk270586,27603,No,05-2018,Yes
eipk270587,27241,No,06-2022,Yes
eipk270588,9269,No,10-2020,Yes
eipk270589,5583,No,08-2023,Yes
eipk270590,18445,No,01-2018,Yes
eipk270591,7710,No,12-2022,Yes
eipk270592,16286,No,11-2019,Yes
eipk270593,4361,No,10-2018,Yes
eipk270594,22121,No,04-2024,Yes
eipk270595,19083,No,03-2022,Yes
eipk270596,6701,No,05-2018,Yes
eipk270597,17675,No,04-2024,Yes
eipk270598,23421,No,06-2019,Yes
eipk270599,17964,No,07-2019,Yes
eipk270600,5200,No,05-2022,Yes
eipk270601,1879,No,09-2018,Yes
eipk270602,2482,No,06-2022,Yes
eipk270603,11487,No,10-2020,Yes
eipk270604,8070,No,06-2021,Yes
eipk270605,7452,No,07-2018,Yes
eipk270606,26705,No,11-2021,Yes
eipk270607,6980,No,02-2021,Yes
eipk270608,17698,No,05-2022,Yes
eipk270609,9800,No,03-2021,Yes
eipk270610,4925,No,09-2023,Yes
eipk270611,12184,No,08-2021,Yes
eipk270612,19970,No,03-2018,Yes
eipk270613,3119,No,04-2019,Yes
eipk270614,25953,No,05-2023,Yes
eipk270615,24736,No,11-2021,Yes
eipk270616,25709,No,11-2019,Yes
eipk270617,4245,No,06-2021,Yes
eipk270618,27392,No,09-2018,Yes
eipk270619,25161,No,02-2018,Yes
eipk270620,5488,No,10-2018,Yes
eipk270621,4135,No,02-2023,Yes
eipk270622,21894,No,02-2022,Yes
eipk270623,7546,No,01-2022,Yes
eipk270624,2136,No,04-2018,Yes
eipk270625,23592,No,04-2021,Yes
eipk270626,19135,No,09-2020,Yes
eipk270627,5961,No,08-2021,Yes
eipk270628,7544,No,01-2023,Yes
eipk270629,9481,No,02-2024,Yes
eipk270630,27082,No,04-2019,Yes
eipk270631,8587,No,03-2021,Yes
eipk270632,15220,No,01-2019,Yes
eipk270633,26914,No,09-2019,Yes
eipk270634,16448,No,04-2023,Yes
eipk270635,16094,No,06-2023,Yes
eipk270636,12083,No,04-2018,Yes
eipk270637,15996,No,11-2018,Yes
eipk270638,7500,No,01-2022,Yes
eipk270639,5973,No,09-2020,Yes
eipk270640,24525,No,03-2020,Yes
eipk270641,27560,No,11-2023,Yes
eipk270642,18135,No,07-2023,Yes
eipk270643,4589,No,07-2019,Yes
eipk270644,1748,No,01-2024,Yes
eipk270645,17748,No,09-2020,Yes
eipk270646,17650,No,11-2019,Yes
eipk270647,13693,No,05-2019,Yes
eipk270648,21205,No,09-2019,Yes
eipk270649,21618,No,09-2020,Yes
eipk270650,10380,No,08-2023,Yes
eipk270651,23297,No,05-2019,Yes
eipk270652,7809,No,11-2018,Yes
eipk270653,4177,No,03-2024,Yes
eipk270654,20604,No,07-2023,Yes
eipk270655,22913,No,02-2021,Yes
eipk270656,14158,No,07-2018,Yes
eipk270657,18086,No,08-2018,Yes
eipk270658,10890,No,07-2023,Yes
eipk270659,16242,No,10-2020,Yes
eipk270660,1200,No,07-2020,Yes
eipk270661,17195,No,08-2019,Yes
eipk270662,19397,No,05-2022,Yes
eipk270663,15555,No,11-2019,Yes
eipk270664,14144,No,01-2024,Yes
eipk270665,4541,No,10-2020,Yes
eipk270666,15040,No,05-2020,Yes
eipk270667,8155,No,11-2019,Yes
eipk270668,11201,No,07-2020,Yes
eipk270669,4505,No,06-2023,Yes
eipk270670,17109,No,04-2022,Yes
eipk270671,5159,No,06-2018,Yes
eipk270672,8080,No,05-2020,Yes
eipk270673,14407,No,08-2021,Yes
eipk270674,24067,No,03-2022,Yes
eipk270675,7653,No,04-2023,Yes
eipk270676,27287,No,07-2019,Yes
eipk270677,13538,No,02-2021,Yes
eipk270678,27305,No,01-2021,Yes
eipk270679,13326,No,08-2019,Yes
eipk270680,17452,No,03-2021,Yes
eipk270681,5372,No,05-2023,Yes
eipk270682,12383,No,12-2019,Yes
eipk270683,26685,No,07-2019,Yes
eipk270684,23704,No,10-2019,Yes
eipk270685,4018,No,10-2022,Yes
eipk270686,3653,No,03-2021,Yes
eipk270687,14403,No,05-2023,Yes
eipk270688,25916,No,09-2019,Yes
eipk270689,9612,No,08-2023,Yes
eipk270690,19659,No,10-2020,Yes
eipk270691,2918,No,09-2020,Yes
eipk270692,1472,No,06-2020,Yes
eipk270693,11327,No,06-2021,Yes
eipk270694,4421,No,08-2020,Yes
eipk270695,16999,No,10-2019,Yes
eipk270696,23313,No,04-2022,Yes
eipk270697,15525,No,06-2018,Yes
eipk270698,14154,No,06-2020,Yes
eipk270699,23149,No,01-2020,Yes
eipk270700,15471,No,07-2019,Yes
eipk270701,16684,No,09-2019,Yes
eipk270702,3087,No,12-2022,Yes
eipk270703,8817,No,09-2021,Yes
eipk270704,25569,No,03-2022,Yes
eipk270705,9447,No,02-2019,Yes
eipk270706,21253,No,08-2023,Yes
eipk270707,23100,No,12-2021,Yes
eipk270708,27019,No,12-2023,Yes
eipk270709,8996,No,05-2020,Yes
eipk270710,9730,No,06-2021,Yes
eipk270711,20771,No,01-2021,Yes
eipk270712,27399,No,10-2018,Yes
eipk270713,18241,No,02-2023,Yes
eipk270714,1131,No,06-2020,Yes
eipk270715,23106,No,04-2018,Yes
eipk270716,20299,No,09-2023,Yes
eipk270717,14028,No,12-2018,Yes
eipk270718,19970,No,10-2023,Yes
eipk270719,4374,No,12-2018,Yes
eipk270720,3031,No,08-2019,Yes
eipk270721,2925,No,03-2021,Yes
eipk270722,3001,No,08-2019,Yes
eipk270723,5377,No,02-2021,Yes
eipk270724,24019,No,03-2019,Yes
eipk270725,27903,No,11-2019,Yes
eipk270726,12763,No,11-2022,Yes
eipk270727,24750,No,07-2020,Yes
eipk270728,6494,No,12-2021,Yes
eipk270729,12563,No,07-2023,Yes
eipk270730,1665,No,02-2022,Yes
eipk270731,24082,No,10-2019,Yes
eipk270732,22825,No,07-2019,Yes
eipk270733,19030,No,10-2023,Yes
eipk270734,13758,No,09-2023,Yes
eipk270735,5507,No,07-2020,Yes
eipk270736,22983,No,09-2019,Yes
eipk270737,2163,No,05-2018,Yes
eipk270738,3925,No,06-2020,Yes
eipk270739,24217,No,07-2023,Yes
eipk270740,25055,No,12-2020,Yes
eipk270741,15395,No,02-2024,Yes
eipk270742,14494,No,05-2018,Yes
eipk270743,6052,No,04-2018,Yes
eipk270744,6913,No,12-2019,Yes
eipk270745,13190,No,08-2020,Yes
eipk270746,26400,No,07-2022,Yes
eipk270747,14195,No,12-2022,Yes
eipk270748,9924,No,12-2022,Yes
eipk270749,15212,No,12-2023,Yes
eipk270750,21870,No,02-2022,Yes
eipk270751,8311,No,12-2018,Yes
eipk270752,24263,No,02-2021,Yes
eipk270753,27163,No,12-2021,Yes
eipk270754,13948,No,11-2021,Yes
eipk270755,1026,No,01-2021,Yes
eipk270756,25295,No,06-2021,Yes
eipk270757,20054,No,03-2021,Yes
eipk270758,6627,No,01-2021,Yes
eipk270759,1883,No,06-2021,Yes
eipk270760,6910,No,08-2019,Yes
eipk270761,17510,No,03-2023,Yes
eipk270762,18863,No,06-2020,Yes
eipk270763,27904,No,06-2023,Yes
eipk270764,14706,No,08-2019,Yes
eipk270765,25894,No,10-2022,Yes
eipk270766,19872,No,04-2024,Yes
eipk270767,1340,No,02-2020,Yes
eipk270768,13981,No,11-2019,Yes
eipk270769,13406,No,08-2020,Yes
eipk270770,5873,No,04-2020,Yes
eipk270771,16025,No,11-2020,Yes
eipk270772,24240,No,12-2023,Yes
eipk270773,13672,No,05-2020,Yes
eipk270774,7101,No,04-2020,Yes
